DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.
2021-10-11,516086,5296,14578,5296,14578,100.0
2021-10-11,516092,1248,16924,1248,16924,100.0
2021-10-11,516096,226,29998,226,29998,100.0
2021-10-11,516098,1000,8200,1000,8200,100.0
2021-10-11,516106,2128,10574,2128,10574,100.0
2021-10-11,516108,7299,1114193,8303,1255465,87.91
2021-10-11,516110,5629,125254,5629,125254,100.0
2021-10-11,517015,1381,1659617,2644,3202677,52.23
2021-10-11,517035,11550,1019288,12522,1050490,92.24
2021-10-11,517041,197,138285,291,205353,67.7
2021-10-11,517044,361,4552,361,4552,100.0
2021-10-11,517059,5745,948787,7660,1285662,75.0
2021-10-11,517063,3157,106234,3282,114973,96.19
2021-10-11,517096,14516,314272,16885,371889,85.97
2021-10-11,517119,16538,227016,16538,227016,100.0
2021-10-11,517146,69904,6221456,160923,14436542,43.44
2021-10-11,517166,60746,1552061,60746,1552060,100.0
2021-10-11,517168,7946,2774744,9923,3526512,80.08
2021-10-11,517174,60,2730060,83,3793259,72.29
2021-10-11,517201,885,36464,885,36464,100.0
2021-10-11,517206,443,643104,586,849944,75.6
2021-10-11,517214,26053,1246630,26053,1246630,100.0
2021-10-11,517230,1702,11755,1702,11755,100.0
2021-10-11,517236,8860,636591,8860,636591,100.0
2021-10-11,517238,2974,629236,2974,629236,100.0
2021-10-11,517246,17637,335793,17637,335793,100.0
2021-10-11,517258,553,14156,553,14156,100.0
2021-10-11,517264,2993,91437,4039,122678,74.1
2021-10-11,517271,63900,3249315,139597,7124330,45.77
2021-10-11,517273,600,15990,600,15975,100.0
2021-10-11,517288,2896,43440,2896,42957,100.0
2021-10-11,517300,109662,10450789,199509,19198034,54.97
2021-10-11,517320,209,733,209,733,100.0
2021-10-11,517330,9745,438525,13540,609094,71.97
2021-10-11,517334,1292164,306887773,1805072,432442879,71.59
2021-10-11,517344,14598,1598481,21805,2366025,66.95
2021-10-11,517354,245421,336841948,285043,392178716,86.1
2021-10-11,517356,839444,1284026,839444,1284026,100.0
2021-10-11,517370,1618,41903,1618,41903,100.0
2021-10-11,517372,1006,120217,1767,212993,56.93
2021-10-11,517380,2544,1344759,7570,4016240,33.61
2021-10-11,517385,5657,6041111,7645,8223945,74.0
2021-10-11,517393,46820,50146,46820,50146,100.0
2021-10-11,517397,769,53868,769,53868,100.0
2021-10-11,517399,810,5796,810,5796,100.0
2021-10-11,517411,2412,25713,2412,25713,100.0
2021-10-11,517415,63547,299307,94535,434651,67.22
2021-10-11,517417,8109,1665184,11322,2355165,71.62
2021-10-11,517421,2312,2378124,4907,5098177,47.12
2021-10-11,517429,1057,87658,1057,87658,100.0
2021-10-11,517431,930,4560,930,4560,100.0
2021-10-11,517437,205,44717,205,44717,100.0
2021-10-11,517447,37371,1420098,59535,2203773,62.77
2021-10-11,517449,629,108943,681,118262,92.36
2021-10-11,517463,14912,13398,14912,13398,100.0
2021-10-11,517467,16698,216573,16698,216573,100.0
2021-10-11,517477,3207,568121,3724,665620,86.12
2021-10-11,517494,46468,566445,73209,896606,63.47
2021-10-11,517498,308031,24180434,598295,46140865,51.48
2021-10-11,517500,7681,2640728,9674,3340310,79.4
2021-10-11,517506,123,1087640,176,1552769,69.89
2021-10-11,517514,3187,69314,3187,69314,100.0
2021-10-11,517522,1917,4363015,1917,4363015,100.0
2021-10-11,517530,46795,453912,54598,528311,85.71
2021-10-11,517536,2126,464531,3013,663665,70.56
2021-10-11,517544,4798,2600516,8591,4654982,55.85
2021-10-11,517546,2582,23290,4242,39997,60.87
2021-10-11,517548,6743,16035,6743,16035,100.0
2021-10-11,517554,79286,1162333,84362,1195392,93.98
2021-10-11,517556,161988,833297,161988,833297,100.0
2021-10-11,517562,21931,2750148,42640,5389662,51.43
2021-10-11,517569,12423,12009936,33031,32609983,37.61
2021-10-11,517571,3936,48413,5253,64311,74.93
2021-10-11,518011,590,90261,590,90261,100.0
2021-10-11,518029,12408,622262,15905,803090,78.01
2021-10-11,518075,1598,109903,1598,109903,100.0
2021-10-11,518091,5463,2176733,8168,3268370,66.88
2021-10-11,519003,8671,1029824,8671,1029824,100.0
2021-10-11,519031,20,465,20,465,100.0
2021-10-11,519064,100,995,100,995,100.0
2021-10-11,519091,19,340863,46,833605,41.3
2021-10-11,519097,5895,182385,5895,182385,100.0
2021-10-11,519105,21389,1899344,79259,7027414,26.99
2021-10-11,519126,1975,4014287,4291,8861705,46.03
2021-10-11,519136,2068,238730,2068,238730,100.0
2021-10-11,519152,8,13786,8,13786,100.0
2021-10-11,519156,47,50004,84,90064,55.95
2021-10-11,519174,2203,23218,2203,23218,100.0
2021-10-11,519183,426,380099,551,495751,77.31
2021-10-11,519191,7494,198217,13185,339007,56.84
2021-10-11,519216,84799,11019631,107464,14240897,78.91
2021-10-11,519224,14884,337867,25833,594379,57.62
2021-10-11,519230,5179,11231,5179,11231,100.0
2021-10-11,519234,256,5938,256,5938,100.0
2021-10-11,519238,4863,58826,4863,58826,100.0
2021-10-11,519242,11,410,11,410,100.0
2021-10-11,519260,1626858,1083025,1626858,1083025,100.0
2021-10-11,519262,6084,230943,6084,230943,100.0
2021-10-11,519279,600,2358,600,2358,100.0
2021-10-11,519285,3352,23835,3352,23835,100.0
2021-10-11,519287,44039,476943,61186,654245,71.98
2021-10-11,519295,2665,756194,3455,980076,77.13
2021-10-11,519299,14094,101415,14094,101415,100.0
2021-10-11,519307,115665,656978,148222,860533,78.03
2021-10-11,519319,1566,5967,1566,5967,100.0
2021-10-11,519331,16,166,16,166,100.0
2021-10-11,519359,7441,428602,9357,531972,79.52
2021-10-11,519367,285,30552,340,36457,83.82
2021-10-11,519383,51406,1226034,76381,1806774,67.3
2021-10-11,519397,2817,132711,2817,132711,100.0
2021-10-11,519421,2315,5317486,2315,5317486,100.0
2021-10-11,519455,1439,45761,2653,81401,54.24
2021-10-11,519457,41238,1457764,53918,1862066,76.48
2021-10-11,519463,2,37,2,37,100.0
2021-10-11,519475,458,61006,566,76065,80.92
2021-10-11,519477,3264,145682,3264,145682,100.0
2021-10-11,519483,4199,116863,4199,116863,100.0
2021-10-11,519494,4068,158616,4068,158616,100.0
2021-10-11,519500,7309,53626,7309,53626,100.0
2021-10-11,519532,42482,807158,51617,994051,82.3
2021-10-11,519552,4552,2109397,10357,4812737,43.95
2021-10-11,519566,2675,297059,3499,392293,76.45
2021-10-11,519588,9057,3109269,17838,6139337,50.77
2021-10-11,519600,4379,1797580,13217,5445705,33.13
2021-10-11,519602,84675,4348062,215278,11130223,39.33
2021-10-11,519604,200,1118,200,1118,100.0
2021-10-11,519612,3342,73526,3342,73526,100.0
2021-10-11,520008,37066,1762489,68931,3309672,53.77
2021-10-11,520021,3716,171686,3716,171686,100.0
2021-10-11,520043,1603,223619,2198,307118,72.93
2021-10-11,520051,32682,3077011,205091,19424227,15.94
2021-10-11,520056,685,2432607,1076,3835609,63.66
2021-10-11,520057,22047,2387691,38516,4179674,57.24
2021-10-11,520059,33895,2076069,40932,2535639,82.81
2021-10-11,520066,1839,376904,3432,709265,53.58
2021-10-11,520073,6820,3218358,9926,4686565,68.71
2021-10-11,520075,8668,1490030,10769,1865408,80.49
2021-10-11,520086,504066,7082128,738865,10018216,68.22
2021-10-11,520111,1418,3128108,2368,5211735,59.88
2021-10-11,520113,452,544344,645,775971,70.08
2021-10-11,520119,9201,677003,9201,677003,100.0
2021-10-11,520121,1026,10414,1027,10380,99.9
2021-10-11,520123,2499,195547,3377,256495,74.0
2021-10-11,520127,4901,43570,7293,64318,67.2
2021-10-11,520141,23544,178699,24677,185287,95.41
2021-10-11,520151,12346,4996427,24899,10229446,49.58
2021-10-11,520155,4152,43555,5599,59388,74.16
2021-10-11,521014,1087,14208,1087,14207,100.0
2021-10-11,521016,15904,4919903,61214,18959495,25.98
2021-10-11,521018,11029,951252,17336,1543235,63.62
2021-10-11,521034,3057,24273,3058,24539,99.97
2021-10-11,521048,143,4629,143,4629,100.0
2021-10-11,521054,3521,16193,3521,16193,100.0
2021-10-11,521062,63662,226296,63662,226296,100.0
2021-10-11,521064,1552405,55420859,1553030,55443171,99.96
2021-10-11,521068,100,3850,100,3850,100.0
2021-10-11,521070,1207022,29692742,2385932,58803640,50.59
2021-10-11,521080,1974,6446,1974,6446,100.0
2021-10-11,521082,33137,46436,33137,46436,100.0
2021-10-11,521097,3120,525096,4711,799630,66.23
2021-10-11,521105,5798,194813,9557,324820,60.67
2021-10-11,521109,912,29556,912,29556,100.0
2021-10-11,521113,700,11875,700,11875,100.0
2021-10-11,521131,644,8018,1192,14700,54.03
2021-10-11,521141,12374,170941,12374,170941,100.0
2021-10-11,521149,9887,87500,13170,110392,75.07
2021-10-11,521151,1040,23972,1266,29386,82.15
2021-10-11,521161,2610,68773,2610,68773,100.0
2021-10-11,521163,1335,155061,1744,205599,76.55
2021-10-11,521178,1410,24154,1410,24153,100.0
2021-10-11,521180,18796,245499,18796,245499,100.0
2021-10-11,521182,1,2,1,2,100.0
2021-10-11,521188,31851,392154,31851,392154,100.0
2021-10-11,521194,967,351963,967,351963,100.0
2021-10-11,521200,5336,344024,5336,344024,100.0
2021-10-11,521206,10955,13912,10955,13912,100.0
2021-10-11,521210,210,798,210,798,100.0
2021-10-11,521216,6675,633124,11725,1102486,56.93
2021-10-11,521220,3685,171305,3685,171305,100.0
2021-10-11,521226,1137,14226,1137,14226,100.0
2021-10-11,521228,137294,217543,137294,217543,100.0
2021-10-11,521234,4007,192948,4007,192948,100.0
2021-10-11,521238,1502,21153,1502,21153,100.0
2021-10-11,521240,468,108436,667,155864,70.16
2021-10-11,521242,25,386,25,386,100.0
2021-10-11,521244,35,565,35,565,100.0
2021-10-11,521248,14554,2456716,21012,3566186,69.27
2021-10-11,522001,10312,193041,10312,193040,100.0
2021-10-11,522004,12155,469183,14605,565557,83.22
2021-10-11,522005,6054,346289,6570,378684,92.15
2021-10-11,522014,1472,501658,1576,537372,93.4
2021-10-11,522017,42833,6459217,67930,10309589,63.05
2021-10-11,522029,36752,1201791,40275,1310615,91.25
2021-10-11,522034,18870,3115437,40131,6717546,47.02
2021-10-11,522036,20,111,20,110,100.0
2021-10-11,522064,10764,15289724,28090,39079802,38.32
2021-10-11,522073,1582,414880,2442,643995,64.78
2021-10-11,522074,5914,1201134,10524,2144742,56.2
2021-10-11,522091,633,25664,633,25664,100.0
2021-10-11,522101,7344,202083,7344,202083,100.0
2021-10-11,522105,211877,3633691,255487,4428524,82.93
2021-10-11,522108,1821,1089050,2669,1584849,68.23
2021-10-11,522113,704,1200602,1107,1896525,63.6
2021-10-11,522122,898,1175123,1041,1363325,86.26
2021-10-11,522134,21117,1359921,21117,1359921,100.0
2021-10-11,522152,4358,142289,5128,166854,84.98
2021-10-11,522163,54100,77904,54100,77904,100.0
2021-10-11,522165,18788,671671,18788,671671,100.0
2021-10-11,522183,12717,1952060,15430,2314689,82.42
2021-10-11,522195,8385,2608993,11138,3482099,75.28
2021-10-11,522205,23456,7998702,23456,7998702,100.0
2021-10-11,522207,65,5642,78,6666,83.33
2021-10-11,522209,561,3372,561,3371,100.0
2021-10-11,522215,614,4137194,1795,12225717,34.21
2021-10-11,522217,452,97113,477,101901,94.76
2021-10-11,522229,313567,24818829,507201,40489636,61.82
2021-10-11,522231,6180,219390,7309,262851,84.55
2021-10-11,522237,8121,123748,8121,123748,100.0
2021-10-11,522241,1223,1014968,5607,4676876,21.81
2021-10-11,522245,100,1070,100,1070,100.0
2021-10-11,522249,804,382624,1717,817702,46.83
2021-10-11,522251,3312,260324,5561,440000,59.56
2021-10-11,522257,31810,769802,38340,934950,82.97
2021-10-11,522263,25805,2899192,34736,3915018,74.29
2021-10-11,522273,996,16883,1589,27127,62.68
2021-10-11,522275,18575,2448185,25541,3377031,72.73
2021-10-11,522281,7268,984814,8219,1116035,88.43
2021-10-11,522285,482651,12809449,482651,12809449,100.0
2021-10-11,522287,14651,6072107,26065,10824459,56.21
2021-10-11,522289,2817,87422,2817,87422,100.0
2021-10-11,522292,23513,1145084,29912,1481498,78.61
2021-10-11,522294,4263,563143,5773,755195,73.84
2021-10-11,522295,1342,437962,1735,568263,77.35
2021-10-11,522650,665,206184,1077,341725,61.75
2021-10-11,523007,6471,496326,9996,773316,64.74
2021-10-11,523011,3965,210542,5974,320584,66.37
2021-10-11,523019,11535,444098,13010,509128,88.66
2021-10-11,523021,5280,153120,5330,154422,99.06
2021-10-11,523023,268927,24055521,348129,30759884,77.25
2021-10-11,523025,187,159530,288,247068,64.93
2021-10-11,523054,26,25631,26,25631,100.0
2021-10-11,523062,1,10,1,10,100.0
2021-10-11,523100,56017,8833881,77821,11443057,71.98
2021-10-11,523105,26,1641,26,1641,100.0
2021-10-11,523113,44,517,44,517,100.0
2021-10-11,523116,157,78186,162,79423,96.91
2021-10-11,523120,7508,893452,7806,921512,96.18
2021-10-11,523127,1162,503495,4538,1973829,25.61
2021-10-11,523144,19383,797611,22988,957688,84.32
2021-10-11,523151,3466,21524,5096,30714,68.01
2021-10-11,523160,480,478968,601,597361,79.87
2021-10-11,523164,787,5745,787,5745,100.0
2021-10-11,523186,3987,897466,3987,897466,100.0
2021-10-11,523204,342802,23790459,632960,42078727,54.16
2021-10-11,523207,37642,2572831,57919,3954756,64.99
2021-10-11,523209,4430,1240,4430,1240,100.0
2021-10-11,523222,200,524,200,524,100.0
2021-10-11,523229,53622,4549827,70881,5964202,75.65
2021-10-11,523232,4919,237587,4919,237587,100.0
2021-10-11,523242,100,215,100,215,100.0
2021-10-11,523248,375,46725,497,62348,75.45
2021-10-11,523260,3204,51104,3279,51830,97.71
2021-10-11,523261,2242,6578701,3716,10923947,60.33
2021-10-11,523269,7587,633894,8634,712301,87.87
2021-10-11,523277,2364437,2009772,2676722,2261247,88.33
2021-10-11,523283,1078,186441,1536,265665,70.18
2021-10-11,523289,7259,72490,7259,72490,100.0
2021-10-11,523301,621,348754,985,558948,63.05
2021-10-11,523319,12320,1596056,31643,4128054,38.93
2021-10-11,523323,1084,1824643,1222,2059615,88.71
2021-10-11,523329,187,597204,264,827403,70.83
2021-10-11,523367,10323,12566188,17884,21864805,57.72
2021-10-11,523369,158136,16928459,245943,26214743,64.3
2021-10-11,523371,5258,476186,5258,476186,100.0
2021-10-11,523373,1496,17534,1496,17534,100.0
2021-10-11,523384,8568,793158,8568,793158,100.0
2021-10-11,523385,347,929457,1428,3823290,24.3
2021-10-11,523387,7254,2183,7254,2183,100.0
2021-10-11,523391,2720,664360,3830,943156,71.02
2021-10-11,523395,48,1234560,87,2231646,55.17
2021-10-11,523398,291,647214,587,1314729,49.57
2021-10-11,523405,103943,9645911,191769,17811499,54.2
2021-10-11,523411,4255,1243737,5619,1655052,75.73
2021-10-11,523419,331,3259,331,3259,100.0
2021-10-11,523425,829,5424,829,5424,100.0
2021-10-11,523445,19510,14491053,46331,34825674,42.11
2021-10-11,523449,44270,2624008,44270,2624008,100.0
2021-10-11,523457,8601,23262265,23330,63204224,36.87
2021-10-11,523465,7036,243446,12163,427731,57.85
2021-10-11,523475,8624,407916,10400,486478,82.92
2021-10-11,523483,15136,8395940,43114,23602043,35.11
2021-10-11,523489,1890,52070,3080,84903,61.36
2021-10-11,523537,27503,836092,38847,1149968,70.8
2021-10-11,523539,4952,1230325,8777,2163411,56.42
2021-10-11,523550,24673,338761,27539,374326,89.59
2021-10-11,523558,56300,459408,56300,459408,100.0
2021-10-11,523566,2663,117971,2916,126095,91.32
2021-10-11,523574,168952,1566186,223543,2089762,75.58
2021-10-11,523586,2982,484426,3852,626436,77.41
2021-10-11,523594,722,19458,1164,29629,62.03
2021-10-11,523598,719846,100058594,1632308,221231226,44.1
2021-10-11,523606,3351,2240982,4393,2971285,76.28
2021-10-11,523610,7808,946330,16654,2025338,46.88
2021-10-11,523618,3341,1219131,7594,2795571,44.0
2021-10-11,523620,4538,166766,4538,166766,100.0
2021-10-11,523628,1824,407482,2716,610727,67.16
2021-10-11,523630,81892,4819345,136299,8060067,60.08
2021-10-11,523638,4341,610597,4341,610597,100.0
2021-10-11,523642,83118,272782702,87164,286174772,95.36
2021-10-11,523648,7494,2130170,11702,3373100,64.04
2021-10-11,523650,2105,18493,2105,18493,100.0
2021-10-11,523652,2400,63120,2400,63120,100.0
2021-10-11,523660,4177,493513,6802,805959,61.41
2021-10-11,523672,117872,15193701,217592,27717357,54.17
2021-10-11,523676,2243,173048,3234,253867,69.36
2021-10-11,523694,13833,6020814,22453,9795553,61.61
2021-10-11,523696,2554,166394,3953,256251,64.61
2021-10-11,523704,8466,26824098,12141,38400426,69.73
2021-10-11,523708,1896,759822,2313,934230,81.97
2021-10-11,523710,1197,297533,1197,297533,100.0
2021-10-11,523716,6232,1255748,16690,3366224,37.34
2021-10-11,523722,7737,31201,7737,31201,100.0
2021-10-11,523732,23270,459634,23270,459634,100.0
2021-10-11,523736,5231,1503913,7952,2314684,65.78
2021-10-11,523752,155,394,155,393,100.0
2021-10-11,523754,8819,1216141,11616,1615901,75.92
2021-10-11,523756,246106,1643988,246106,1643988,100.0
2021-10-11,523782,4008,59118,5941,88369,67.46
2021-10-11,523792,1792,1182810,1881,1246962,95.27
2021-10-11,523796,20879,77974,20879,77974,100.0
2021-10-11,523826,1830,14424,1830,14424,100.0
2021-10-11,523828,12952,999895,15676,1211799,82.62
2021-10-11,523832,100,382,100,382,100.0
2021-10-11,523836,2231,84400,2231,84400,100.0
2021-10-11,523838,11971,543484,15975,720234,74.94
2021-10-11,523840,1355,24255,1755,30979,77.21
2021-10-11,523842,131660,641251,131660,641251,100.0
2021-10-11,523844,500,4200,500,4200,100.0
2021-10-11,523850,4711,1595145,6572,2247508,71.68
2021-10-11,523862,7261,50516,7261,50516,100.0
2021-10-11,523896,22,921,22,921,100.0
2021-10-11,524000,56221,9200567,83231,13788264,67.55
2021-10-11,524013,8115,80258,10813,107494,75.05
2021-10-11,524019,277,274189,317,314502,87.38
2021-10-11,524031,670,5193,670,5193,100.0
2021-10-11,524037,33452,10957203,42668,14304843,78.4
2021-10-11,524038,152,393,152,393,100.0
2021-10-11,524051,8018,14835706,16391,30230724,48.92
2021-10-11,524075,1157,715316,2083,1302899,55.54
2021-10-11,524080,4260,193131,4260,193131,100.0
2021-10-11,524091,33425,25799087,64210,49531068,52.06
2021-10-11,524109,12779,3109131,26328,6613871,48.54
2021-10-11,524129,29159,8607737,54413,16485061,53.59
2021-10-11,524136,2625,381807,4062,587053,64.62
2021-10-11,524156,11661,1225572,13929,1450031,83.72
2021-10-11,524164,26476,15816763,61408,37068709,43.11
2021-10-11,524174,49680,280195,49680,280195,100.0
2021-10-11,524200,5138,10675737,11452,24030189,44.87
2021-10-11,524202,2752,113108,3903,165164,70.51
2021-10-11,524208,14849,16496497,56125,62677106,26.46
2021-10-11,524210,210,4504,210,4504,100.0
2021-10-11,524212,1039,88485,1039,88485,100.0
2021-10-11,524218,8308,1946149,11545,2710958,71.96
2021-10-11,524226,42943,7369019,64813,11143481,66.26
2021-10-11,524230,56256,4635495,263046,21849133,21.39
2021-10-11,524280,19354,3802094,28515,5682535,67.87
2021-10-11,524288,10112,1043053,13645,1419385,74.11
2021-10-11,524314,1426,20916,1426,20916,100.0
2021-10-11,524322,500,2730,500,2730,100.0
2021-10-11,524324,1374,77357,4664,262726,29.46
2021-10-11,524330,3575,938080,6205,1628039,57.61
2021-10-11,524332,15157,3794555,23228,5944558,65.25
2021-10-11,524336,1286,98508,1386,107015,92.78
2021-10-11,524342,48716,8893106,64757,11965147,75.23
2021-10-11,524348,12089,7534470,16695,10454846,72.41
2021-10-11,524370,38803,5455702,80801,11522902,48.02
2021-10-11,524372,3122,1371967,3122,1371967,100.0
2021-10-11,524394,15439,4755212,31876,9850571,48.43
2021-10-11,524396,44090,3156844,58735,4301184,75.07
2021-10-11,524400,490,22050,590,29143,83.05
2021-10-11,524404,119872,8450976,235089,16672016,50.99
2021-10-11,524408,1166,118077,1166,118077,100.0
2021-10-11,524412,16024,587280,21423,794950,74.8
2021-10-11,524414,1047,11790,1047,11235,100.0
2021-10-11,524434,1503,133691,1503,133691,100.0
2021-10-11,524440,10928,342593,12634,403421,86.5
2021-10-11,524444,1309001,20302606,2281818,35698116,57.37
2021-10-11,524458,1071,10281,1071,10281,100.0
2021-10-11,524470,5545155,68316310,7611502,93366860,72.85
2021-10-11,524480,2023,766515,2082,779089,97.17
2021-10-11,524488,338916,1101813,338916,1101813,100.0
2021-10-11,524494,69619,162571756,76600,178798524,90.89
2021-10-11,524500,1668,294069,2003,357761,83.28
2021-10-11,524502,900,53325,900,53325,100.0
2021-10-11,524506,2046,838860,2347,962083,87.18
2021-10-11,524516,2661,13890,2661,13890,100.0
2021-10-11,524518,2340,409149,4396,780550,53.23
2021-10-11,524520,110437,7769243,148678,10565256,74.28
2021-10-11,524522,5479,242994,6551,287159,83.64
2021-10-11,524534,2671,107206,2671,107206,100.0
2021-10-11,524542,8591,2466047,10973,3171074,78.29
2021-10-11,524558,1999,3152823,3609,5590586,55.39
2021-10-11,524564,18386,178599,18386,178599,100.0
2021-10-11,524570,2584,941352,3656,1350213,70.68
2021-10-11,524572,76707,1656872,111871,2310272,68.57
2021-10-11,524576,5116,158852,5799,180422,88.22
2021-10-11,524580,25,167,25,166,100.0
2021-10-11,524582,2045,110443,2045,110443,100.0
2021-10-11,524590,565,5170,735,6848,76.87
2021-10-11,524592,13785,84938,13785,84938,100.0
2021-10-11,524594,7286,721314,8658,878252,84.15
2021-10-11,524598,6848,3535623,12517,6586931,54.71
2021-10-11,524606,8383,132871,8383,132870,100.0
2021-10-11,524614,1571,40469,1571,40469,100.0
2021-10-11,524622,35307,90739,35307,90738,100.0
2021-10-11,524624,14673,171088,19005,217731,77.21
2021-10-11,524628,150,810,150,810,100.0
2021-10-11,524632,30,1950,30,1950,100.0
2021-10-11,524634,13488,4212303,19960,6318858,67.58
2021-10-11,524636,300,9450,300,9450,100.0
2021-10-11,524640,38784,2010951,48423,2526709,80.09
2021-10-11,524642,27635,31228,28940,33824,95.49
2021-10-11,524648,32587,7900042,32587,7900042,100.0
2021-10-11,524652,40693,537219,40693,537219,100.0
2021-10-11,524654,1494,236874,2346,372454,63.68
2021-10-11,524661,33150,344604,33150,344604,100.0
2021-10-11,524663,68748,3701415,68748,3701415,100.0
2021-10-11,524667,1316,2001373,2384,3627848,55.2
2021-10-11,524669,338,843074,550,1376852,61.45
2021-10-11,524675,16044,135163,16044,135163,100.0
2021-10-11,524687,134633,1633568,134633,1633568,100.0
2021-10-11,524689,3700,10212,3700,10212,100.0
2021-10-11,524703,6346,341415,6561,354322,96.72
2021-10-11,524709,7262,574788,15653,1247518,46.39
2021-10-11,524711,172720,1929283,202365,2107481,85.35
2021-10-11,524715,799994,657410405,833030,684689280,96.03
2021-10-11,524717,18544,6181643,23929,7981040,77.5
2021-10-11,524727,161,2105,161,2197,100.0
2021-10-11,524731,4670,2295539,4993,2454605,93.53
2021-10-11,524735,52364,27001497,107811,55981117,48.57
2021-10-11,524742,10882,9509780,21785,19116129,49.95
2021-10-11,524748,6916,262117,8598,324064,80.44
2021-10-11,524752,5809,194021,6777,224663,85.72
2021-10-11,524768,4515,147189,5218,171998,86.53
2021-10-11,524774,3839,10586325,3839,10586325,100.0
2021-10-11,524790,4707,1413277,6788,2033191,69.34
2021-10-11,524804,321690,230251017,375159,268658600,85.75
2021-10-11,524808,2715,52807,2915,57050,93.14
2021-10-11,524816,3631,3241213,6394,5737980,56.79
2021-10-11,524818,2635,233278,2635,233278,100.0
2021-10-11,524820,26174,7458282,48390,13870888,54.09
2021-10-11,524824,10092,1087413,17234,1868535,58.56
2021-10-11,524828,74149,11478266,130472,20248760,56.83
2021-10-11,526001,271,1236,271,1238,100.0
2021-10-11,526025,1697,131602,1697,131602,100.0
2021-10-11,526027,9775,232645,11359,273576,86.06
2021-10-11,526043,21334,1467780,31010,2118198,68.8
2021-10-11,526073,553,193101,553,193101,100.0
2021-10-11,526075,495,2129,495,2129,100.0
2021-10-11,526081,1690,22071,1690,22071,100.0
2021-10-11,526093,12100,34860,12100,34860,100.0
2021-10-11,526095,5531,188331,8144,268261,67.92
2021-10-11,526113,200,2208,200,2208,100.0
2021-10-11,526115,2709,7230,2709,7230,100.0
2021-10-11,526117,682,182129,729,192630,93.55
2021-10-11,526125,351,2253,351,2253,100.0
2021-10-11,526133,2156,16257,2701,20219,79.82
2021-10-11,526137,3578,118306,3578,118306,100.0
2021-10-11,526139,132063,586519,132063,586519,100.0
2021-10-11,526143,2235,11667,4035,20362,55.39
2021-10-11,526159,1499,1053198,1899,1331832,78.94
2021-10-11,526161,1091,73734,1091,73734,100.0
2021-10-11,526169,4165,1007722,6423,1558092,64.84
2021-10-11,526173,77436,2036567,131143,3474701,59.05
2021-10-11,526179,8557,758579,10650,952833,80.35
2021-10-11,526187,422,1793,422,1793,100.0
2021-10-11,526193,14661,191896,14661,191896,100.0
2021-10-11,526195,1147,2834,1147,2834,100.0
2021-10-11,526211,48,691,48,691,100.0
2021-10-11,526217,3586,833208,3730,868688,96.14
2021-10-11,526225,640,6400,729,7012,87.79
2021-10-11,526227,39731,4783613,113229,13554659,35.09
2021-10-11,526231,5115,665548,5115,665548,100.0
2021-10-11,526235,214957,378998,214957,378998,100.0
2021-10-11,526237,462,6117,486,6498,95.06
2021-10-11,526241,16346,197624,20945,255099,78.04
2021-10-11,526247,940,237310,940,237310,100.0
2021-10-11,526263,11783,950103,11783,950103,100.0
2021-10-11,526269,1497,74874,1497,74874,100.0
2021-10-11,526299,10140,31483179,38733,119656318,26.18
2021-10-11,526301,3905,186930,3905,186930,100.0
2021-10-11,526315,1070,81534,1083,82563,98.8
2021-10-11,526325,268,20677,268,20700,100.0
2021-10-11,526335,6629,36817,6629,36817,100.0
2021-10-11,526355,3418,99300,3418,99300,100.0
2021-10-11,526365,14655,261592,25058,437906,58.48
2021-10-11,526367,23134,4752881,50230,10465531,46.06
2021-10-11,526371,334210,51134130,920492,138848684,36.31
2021-10-11,526381,6456,149780,9800,227206,65.88
2021-10-11,526397,1138,517790,3559,1635289,31.98
2021-10-11,526407,10438,2808442,10438,2808442,100.0
2021-10-11,526409,7238,331863,10479,482372,69.07
2021-10-11,526415,13159,450366,13159,450366,100.0
2021-10-11,526423,18359,2545476,23052,3210442,79.64
2021-10-11,526431,19,52,19,52,100.0
2021-10-11,526433,9413,2612615,9413,2612615,100.0
2021-10-11,526435,105,19782,117,20835,89.74
2021-10-11,526441,52467,89212,52467,89212,100.0
2021-10-11,526445,55034,1503966,55034,1503966,100.0
2021-10-11,526468,9494,127381,9494,127381,100.0
2021-10-11,526471,25295,301179,25295,301179,100.0
2021-10-11,526473,2530,6503,2530,6766,100.0
2021-10-11,526477,2650,84109,2650,84109,100.0
2021-10-11,526479,47238,4575001,49606,4860626,95.23
2021-10-11,526481,3706,69757,3706,69757,100.0
2021-10-11,526490,1000,3950,1000,3950,100.0
2021-10-11,526492,27947,3283773,29875,3448821,93.55
2021-10-11,526494,6100,17385,6100,18232,100.0
2021-10-11,526500,11518,245910,11818,252296,97.46
2021-10-11,526504,79525,236464,79525,236464,100.0
2021-10-11,526506,3352,1074987,5945,1874100,56.38
2021-10-11,526508,1098,5473,1098,5473,100.0
2021-10-11,526519,2071,48565,2071,48928,100.0
2021-10-11,526521,94063,6650255,135210,9677826,69.57
2021-10-11,526525,663,5342,663,5342,100.0
2021-10-11,526544,60473,1399949,60473,1399949,100.0
2021-10-11,526546,5453,120882,5453,120882,100.0
2021-10-11,526550,71024,536913,71024,536913,100.0
2021-10-11,526554,31,523,31,523,100.0
2021-10-11,526568,602,8721,602,8721,100.0
2021-10-11,526570,13,254,13,254,100.0
